xbegin,ybegin,zbegin,xdif,ydif,zdif,number
122,2,3521,7114,-3011,-686,3,
203,3565,3511,7106,-3008,-685,3,
283,3523,3494,7099,-3005,-684,3,
362,3475,3468,7092,-3002,-683,3,
438,3416,3430,7085,-2999,-683,3,
510,3340,3374,7078,-2996,-682,3,
576,3238,3291,7071,-2993,-681,3,
630,3096,3167,7064,-2990,-681,3,
664,2904,2993,7057,-2987,-680,3,
669,2681,2788,7050,-2984,-679,3,
644,2475,2599,7043,-2981,-679,3,
596,2316,2459,7036,-2979,-678,3,
535,2202,2364,7029,-2976,-677,3,
465,2119,2300,7022,-2973,-677,3,
391,2055,2256,7015,-2970,-676,3,
337,2007,2232,5018,-2920,-318,3,
282,1965,2215,5013,-2918,-317,3,
225,1926,2203,5008,-2915,-317,3,
168,1890,2195,5003,-2912,-317,3,
111,1856,2191,4998,-2909,-316,3,
54,1823,2191,4993,-2906,-316,3,
3596,1789,2194,4988,-2903,-316,3,
3539,1756,2200,4983,-2900,-315,3,
3483,1721,2210,4978,-2897,-315,3,
3439,1688,2216,4085,-2614,54,3,
3393,1655,2227,4081,-2611,54,3,
3348,1620,2240,4077,-2609,53,3,
3304,1582,2257,4073,-2606,53,3,
3261,1541,2279,4069,-2603,53,3,
3220,1496,2305,4065,-2601,53,3,
3180,1445,2338,4061,-2598,53,3,
3143,1388,2377,4057,-2596,53,3,
3110,1324,2424,4053,-2593,53,3,
3080,1251,2480,4049,-2590,53,3,
3056,1169,2546,4045,-2588,53,3,
3038,1077,2621,4041,-2585,53,3,
3027,979,2703,4037,-2583,53,3,
3024,877,2788,4033,-2580,53,3,
3029,776,2873,4029,-2578,53,3,
3042,680,2953,4025,-2575,53,3,
3062,592,3025,4021,-2572,53,3,
3078,515,3083,3407,-2586,484,3,
3099,446,3134,3404,-2583,483,3,
3124,382,3179,3400,-2580,483,3,
3153,324,3218,3397,-2578,482,3,
3184,272,3252,3393,-2575,482,3,
3217,225,3279,3390,-2573,482,3,
3251,182,3303,3387,-2570,481,3,
3287,142,3322,3383,-2568,481,3,
3324,105,3338,3380,-2565,480,3,
3361,70,3350,3376,-2562,480,3,
3399,37,3360,3373,-2560,479,3,
3437,5,3367,3370,-2557,479,3,
3476,3575,3372,3366,-2555,478,3,
3516,3546,3374,3462,-2496,426,3,
3561,3522,3370,3984,-2106,-3,3,
7,3503,3363,4051,-1657,53,3,
29,3503,3371,1695,3,966,3,
47,3505,3379,1507,42,983,3,
65,3505,3388,1446,-21,1015,3,
82,3506,3397,1365,-12,1027,3,
98,3508,3407,1280,3,1046,3,
114,3510,3417,1196,12,1075,3,
129,3512,3428,1116,23,1110,3,
142,3515,3439,1041,32,1151,3,
155,3519,3452,969,41,1197,3,
168,3523,3465,903,50,1248,3,
179,3528,3479,839,58,1304,3,
190,3534,3494,781,67,1367,3,
200,3540,3511,723,73,1432,3,
209,3547,3528,674,81,1508,3,
218,3555,3547,625,82,1584,3,
226,3564,3567,590,82,1675,3,
234,3573,3589,551,66,1760,3,
238,3581,3,317,98,1154,3,
239,3584,12,66,18,675,3,
239,3586,19,-18,-46,536,3,
238,3588,24,-71,-39,445,3,
237,3589,28,-122,-39,343,3,
3593,3580,0,143,1,2,3,
3596,3580,0,288,3,11,3,
3599,3580,0,250,1,10,3,
144,951,857,-258,1,409,1,
139,951,855,-155,10,476,1,
133,951,854,-51,18,542,1,
126,951,854,50,16,607,1,
118,951,855,155,9,676,1,
109,952,857,259,2,746,1,
99,952,861,362,0,822,1,
88,953,865,464,0,899,1,
77,954,871,566,-1,978,1,
64,955,877,672,-3,1066,1,
50,955,885,774,-4,1149,1,
34,956,893,883,-5,1245,1,
16,958,899,624,161,1525,1,
0,958,901,274,2,1383,1,
3594,958,900,-71,-5,479,1,
3592,958,899,-4,-7,181,1,
18,667,1793,2186,15,-1965,4,
81,667,1799,-90,0,213,4,
77,667,1799,-140,0,327,4,
72,667,1799,-190,0,442,4,
65,667,1799,-239,0,559,4,
56,667,1799,-288,-3,678,4,
46,667,1799,-342,-1,799,4,
35,667,1799,-397,-3,921,4,
22,667,1799,-450,-6,1045,4,
7,667,1799,-502,-13,1170,4,
3593,667,1799,-496,0,1173,4,
3588,667,1799,-176,-6,423,4,
3585,667,1799,-102,-12,295,4,
3576,3186,1733,3838,-349,-1183,1,
3596,3186,1706,2642,108,-819,1,
7,3187,1684,1989,81,-858,1,
16,3186,1664,1715,4,-811,1,
23,3186,1645,1582,19,-807,1,
30,3185,1627,1474,25,-803,1,
35,3185,1610,1353,50,-809,1,
40,3185,1593,1244,56,-812,1,
44,3184,1577,1133,77,-825,1,
46,3184,1562,1029,79,-833,1,
48,3184,1548,926,94,-849,1,
3598,3183,1383,579,0,-397,1,
0,3184,1375,527,0,-421,1,
3013,562,652,6130,-2083,-2670,6,
3080,484,717,6124,-2081,-2667,6,
3151,428,760,6118,-2079,-2664,6,
3224,385,790,6111,-2076,-2662,6,
3299,349,811,6105,-2074,-2659,6,
3374,319,826,6099,-2072,-2657,6,
3449,292,836,6093,-2070,-2654,6,
3525,267,842,6087,-2068,-2651,6,
1,243,844,6081,-2066,-2649,6,
77,219,844,6075,-2064,-2646,6,
153,195,840,6069,-2062,-2643,6,
228,169,833,6063,-2060,-2641,6,
303,140,821,6057,-2058,-2638,6,
377,106,803,6051,-2056,-2635,6,
450,66,777,6044,-2054,-2633,6,
522,13,739,6038,-2052,-2630,6,
590,3542,681,6032,-2050,-2627,6,
652,3437,590,6026,-2048,-2625,6,
703,3277,442,6020,-2046,-2622,6,
732,3041,219,6014,-2044,-2620,6,
728,2769,3559,6008,-2041,-2617,6,
693,2550,3353,6002,-2039,-2614,6,
675,2432,3240,3871,-1046,-94,6,
654,2339,3151,3669,-995,-39,6,
627,2262,3078,3665,-994,-39,6,
596,2199,3019,3661,-993,-39,6,
562,2148,2972,3658,-992,-39,6,
527,2105,2933,3654,-991,-39,6,
490,2070,2902,3650,-990,-39,6,
452,2039,2876,3647,-989,-39,6,
413,2013,2855,3643,-988,-39,6,
374,1990,2837,3639,-987,-39,6,
334,1970,2821,3636,-986,-39,6,
294,1952,2808,3632,-985,-39,6,
254,1936,2797,3628,-984,-39,6,
213,1920,2787,3625,-983,-38,6,
172,1906,2779,3621,-982,-38,6,
131,1893,2772,3618,-981,-38,6,
90,1881,2766,3614,-980,-38,6,
49,1869,2761,3610,-979,-38,6,
8,1858,2757,3607,-978,-38,6,
3567,1847,2754,3603,-977,-38,6,
3553,1848,2724,1354,8,1972,6,
3543,1850,2703,982,35,1605,6,
3538,1852,2689,524,44,1177,6,
3535,1854,2677,370,14,1026,6,
3533,1856,2666,289,40,915,6,
3532,1857,2656,190,30,828,6,
3531,1858,2648,90,19,742,6,
3532,1859,2640,-5,11,649,6,
3534,1860,2634,-111,4,570,6,
3537,1861,2629,-215,-3,488,6,
0,1862,2718,12,-4,184,6,
0,1862,2714,31,-2,325,6,
0,1862,2709,50,0,467,6,
0,1862,2702,68,0,609,6,
0,1862,2699,44,19,211,6,
747,2746,2842,196,-12,44,5,
749,2735,2830,278,-4,136,5,
751,2720,2815,361,1,228,5,
755,2700,2795,446,5,319,5,
760,2676,2769,534,2,410,5,
765,2645,2738,623,-2,500,5,
771,2614,2706,540,4,626,5,
780,2598,2689,153,1,836,5,
791,2590,2682,-42,-8,951,5,
803,2589,2680,-159,5,1026,5,
816,2593,2684,-264,-1,1097,5,
830,2602,2693,-332,-7,1193,5,
846,2610,2702,-290,-23,1364,5,
864,2615,2707,-252,-15,1509,5,
883,2618,2710,-252,-5,1649,5,
899,3508,0,-200,-7,1443,5,
892,855,948,-44,-7,545,5,
889,840,931,-70,3,262,5,
237,920,897,4,-47,210,1,
234,920,898,100,-17,179,1,
231,921,899,77,12,277,1,
227,921,900,45,8,361,1,
222,921,900,21,0,439,1,
216,921,900,9,-3,517,1,
209,921,900,13,-5,600,1,
201,921,899,21,-6,685,1,
192,921,899,26,-2,773,1,
183,921,899,32,-2,862,1,
172,920,899,36,-5,955,1,
159,920,899,38,-3,1051,1,
146,920,899,43,-4,1150,1,
132,920,899,46,-5,1255,1,
116,920,899,49,-5,1362,1,
99,920,899,53,-5,1476,1,
81,920,899,58,-7,1591,1,
61,920,899,61,-5,1716,1,
40,920,899,68,-11,1838,1,
18,920,899,68,-3,1977,1,
3596,920,900,79,-14,1824,1,
3588,919,899,11,-7,705,1,
3583,920,899,16,6,472,1,
3579,920,899,-1,6,334,1,
3577,920,899,-2,0,192,1,
3599,3566,3562,-13,2,226,3,
3599,3566,3566,-21,2,364,3,
3599,3566,3572,-29,2,503,3,
3599,3566,3579,-37,0,642,3,
3599,3566,3588,-40,-2,782,3,
0,3566,3597,-34,-5,781,3,
0,3566,1,9,7,240,3,
2826,1269,3524,-353,34,1095,2,
2817,1311,3481,-178,-10,1104,2,
2808,1359,3432,-73,22,1140,2,
2799,1411,3380,42,-19,1137,2,
2790,1468,3321,161,-35,1156,2,
2780,1535,3253,281,-57,1180,2,
2770,1618,3168,400,-56,1218,2,
2761,1728,3057,518,-66,1263,2,
2754,1875,2908,634,-47,1317,2,
2750,2049,2733,747,-66,1223,2,
2743,2146,2632,893,-265,288,2,
2733,2259,2516,1114,-163,-46,2,
2724,2455,2319,1140,-81,-142,2,
2719,2804,1970,1178,-14,-241,2,
729,3365,3325,1072,37,-990,5,
736,3315,3272,1134,53,-913,5,
743,3262,3216,1201,63,-840,5,
749,3205,3156,1274,77,-772,5,
755,3143,3091,1353,84,-707,5,
760,3076,3021,1438,95,-649,5,
765,3001,2943,1527,95,-593,5,
767,2921,2859,1628,99,-549,5,
768,2834,2768,1728,81,-506,5,
768,2761,2691,1543,141,-200,5,
772,2717,2644,916,191,351,5,
779,2677,2602,811,76,600,5,
786,2637,2560,718,51,628,5,
793,2592,2514,661,-4,740,5,
801,2542,2464,594,-33,840,5,
809,2487,2409,516,-32,937,5,
818,2426,2346,425,4,1021,5,
827,2352,2272,340,28,1114,5,
836,2259,2178,265,45,1218,5,
844,2133,2051,196,40,1327,5,
850,1962,1878,142,22,1455,5,
856,1861,1773,-468,332,842,5,
895,3263,3170,277,0,-141,5,
897,2933,2840,259,-4,38,5,
899,91,0,96,-5,145,5,
2717,1437,1802,87,0,66,2,
2714,1439,1800,201,0,151,2,
2710,1441,1798,318,0,233,2,
2704,1445,1794,434,-3,316,2,
2700,3239,0,301,-2,218,2,
1,141,2578,-486,-13,681,6,
3597,141,2587,-72,-29,847,6,
3596,141,2598,119,12,967,6,
3596,140,2610,246,-13,1029,6,
3597,140,2624,353,0,1095,6,
3598,140,2638,451,0,1169,6,
0,140,2654,419,8,1354,6,
0,140,2672,392,-5,1509,6,
0,140,2692,399,-1,1655,6,
0,141,2701,216,15,734,6,
0,140,2704,61,-4,214,6,
0,199,2655,-68,0,248,6,
3599,199,2659,60,-15,386,6,
3599,199,2665,162,-3,504,6,
3599,199,2673,236,2,618,6,
3599,199,2682,292,3,745,6,
3599,199,2693,333,0,886,6,
0,199,2699,197,9,477,6,
0,199,2701,50,6,77,6,
3477,2464,2742,-1109,1,1290,6,
3496,2463,2747,-1066,1,1385,6,
3517,2462,2751,-1036,1,1491,6,
3538,2461,2755,-1007,1,1599,6,
3561,2461,2757,-989,4,1711,6,
3584,2461,2759,-978,13,1833,6,
5,2461,2755,-376,-37,1792,6,
17,2459,2744,486,-103,1348,6,
27,2459,2729,721,37,1351,6,
37,2458,2715,821,-4,1294,6,
44,2456,2702,762,-56,1039,6,
46,2453,2693,627,-163,467,6,
44,2451,2687,577,-163,10,6,
40,2449,2683,495,-101,-79,6,
37,2449,2679,442,-12,-153,6,
31,2449,2676,399,2,-292,6,
876,3257,2702,168,0,117,5,
880,3258,2703,284,0,197,5,
886,3260,2705,402,0,277,5,
893,3267,2712,520,0,358,5,
899,554,0,381,8,247,5,
899,555,0,87,9,37,5,
3599,214,2681,54,-1,144,6,
3599,214,2685,107,0,276,6,
3599,214,2690,160,0,409,6,
3599,214,2696,213,0,543,6,
3599,214,2700,117,28,233,6,
3197,932,3533,993,-74,-783,3,
3206,921,3550,1079,-55,-792,3,
3215,909,3567,1175,-37,-805,3,
3224,898,3586,1265,-10,-817,3,
22,886,0,2,3,165,3,
18,886,0,-3,2,306,3,
13,886,0,-9,0,448,3,
7,886,0,-14,0,591,3,
1,886,0,-28,-4,504,3,
3598,886,3599,-41,-7,259,3,
3049,68,1654,2107,513,-1832,4,
3073,94,1628,2104,512,-1830,4,
3100,120,1602,2102,512,-1828,4,
3128,143,1580,2100,511,-1826,4,
3157,163,1560,2098,511,-1825,4,
3186,180,1543,2096,510,-1823,4,
3216,196,1527,2094,510,-1821,4,
3246,211,1513,2092,509,-1819,4,
3276,223,1500,2090,509,-1817,4,
3306,235,1489,2088,508,-1816,4,
3336,246,1479,2086,508,-1814,4,
3361,253,1472,1800,389,-1394,4,
3388,259,1467,1886,383,-1381,4,
3415,265,1462,1944,377,-1378,4,
3442,271,1458,2001,371,-1381,4,
3471,276,1455,2063,365,-1389,4,
3500,280,1452,2132,356,-1405,4,
3530,285,1450,2205,345,-1428,4,
3561,289,1448,2287,325,-1459,4,
3593,292,1446,2367,286,-1496,4,
12,294,1445,1415,116,-825,4,
26,293,1447,1105,-55,-479,4,
38,293,1449,1042,-49,-408,4,
50,292,1451,964,-52,-338,4,
60,292,1453,897,-55,-276,4,
70,292,1455,823,-39,-218,4,
78,292,1458,752,-19,-159,4,
86,292,1461,684,0,-100,4,
92,293,1464,625,-2,-35,4,
97,293,1468,569,-5,29,4,
102,294,1471,511,4,91,4,
106,295,1476,455,14,153,4,
108,296,1480,401,23,217,4,
110,297,1485,349,32,281,4,
111,299,1490,298,40,348,4,
111,300,1496,249,46,415,4,
111,302,1502,201,52,485,4,
109,304,1508,154,56,556,4,
106,306,1515,107,65,629,4,
103,308,1523,61,72,704,4,
98,311,1531,16,78,781,4,
93,313,1539,-28,82,862,4,
87,315,1548,-74,93,945,4,
79,318,1558,-119,99,1030,4,
71,320,1568,-163,103,1119,4,
61,323,1578,-211,113,1213,4,
51,325,1589,-255,117,1308,4,
39,328,1601,-303,126,1411,4,
26,330,1613,-345,123,1514,4,
12,332,1627,-374,98,1636,4,
1,332,1643,-91,-12,1720,4,
3594,331,1662,505,-36,1770,4,
3590,330,1685,741,-27,1804,4,
3587,330,1708,847,-9,1835,4,
3584,329,1731,950,-19,1867,4,
3582,328,1757,1045,17,1924,4,
3581,327,1783,1160,-17,1969,4,
3587,326,1807,1548,-33,1505,4,
3596,326,1819,1284,18,428,4,
1,324,1827,666,-94,316,4,
3,325,1830,385,-12,203,4,
4,324,1834,243,-27,177,4,
4,324,1836,101,-25,148,4,
18,742,1777,5,-32,248,4,
14,742,1779,55,40,351,4,
9,743,1782,126,46,487,4,
3,743,1786,206,6,600,4,
0,743,1793,507,-53,449,4,
3598,742,1800,515,-5,215,4,
3598,743,1803,322,0,116,4,
3537,3449,2407,6462,-410,-5153,1,
3593,3449,2331,6455,-410,-5148,1,
49,3442,2254,6449,-410,-5142,1,
103,3426,2176,6442,-409,-5137,1,
154,3404,2095,6436,-409,-5132,1,
202,3373,2009,6429,-408,-5127,1,
244,3333,1918,6423,-408,-5122,1,
280,3286,1821,6417,-408,-5117,1,
308,3230,1718,6410,-407,-5112,1,
327,3168,1610,6404,-407,-5107,1,
335,3102,1499,6397,-406,-5101,1,
332,3036,1386,6391,-406,-5096,1,
319,2972,1276,6384,-405,-5091,1,
296,2913,1171,6378,-405,-5086,1,
264,2861,1071,6372,-405,-5081,1,
225,2818,978,6365,-404,-5076,1,
181,2783,891,6359,-404,-5071,1,
132,2756,808,6353,-403,-5066,1,
80,2737,730,6346,-403,-5061,1,
26,2725,654,6340,-403,-5056,1,
3571,2720,579,6334,-402,-5051,1,
3516,2723,504,6327,-402,-5046,1,
3462,2733,427,6321,-401,-5041,1,
3435,2743,361,5426,-664,-2781,1,
3409,2756,293,5421,-664,-2778,1,
3384,2772,223,5415,-663,-2776,1,
3362,2792,152,5410,-662,-2773,1,
3342,2816,78,5404,-662,-2770,1,
3325,2842,3,5399,-661,-2767,1,
3311,2871,3526,5394,-660,-2765,1,
3301,2902,3447,5388,-660,-2762,1,
3294,2934,3367,5383,-659,-2759,1,
3297,2962,3304,4643,-402,-2058,1,
3300,2992,3237,4639,-401,-2056,1,
3307,3020,3170,4634,-401,-2054,1,
3317,3047,3105,4629,-401,-2052,1,
3329,3072,3041,4625,-400,-2050,1,
3343,3095,2978,4620,-400,-2048,1,
3360,3116,2917,4616,-399,-2046,1,
3378,3135,2858,4611,-399,-2044,1,
3399,3151,2800,4606,-399,-2042,1,
3420,3165,2743,4602,-398,-2040,1,
3443,3176,2688,4597,-398,-2038,1,
3467,3185,2634,4592,-397,-2036,1,
3491,3192,2580,4588,-397,-2034,1,
3516,3196,2528,4583,-397,-2032,1,
3541,3198,2476,4579,-396,-2030,1,
3566,3198,2424,4574,-396,-2028,1,
3591,3195,2372,4570,-395,-2026,1,
15,3190,2321,4565,-395,-2024,1,
39,3183,2269,4560,-395,-2022,1,
48,3175,2216,3612,-365,-2943,1,
54,3166,2162,3553,-327,-3067,1,
59,3157,2109,3550,-327,-3064,1,
63,3147,2055,3546,-326,-3061,1,
66,3138,2001,3542,-326,-3058,1,
69,3127,1947,3539,-326,-3055,1,
70,3117,1893,3535,-326,-3051,1,
71,3107,1839,3532,-325,-3048,1,
70,3096,1785,3528,-325,-3045,1,
69,3086,1732,3525,-325,-3042,1,
3461,3184,922,2117,13,-2005,1,
3469,3193,887,2468,68,-1784,1,
3487,3200,869,2316,167,-231,1,
3509,3205,852,2384,131,-13,1,
3530,3208,835,2359,105,3,1,
3551,3211,818,2366,90,60,1,
3574,3213,802,2393,73,129,1,
3596,3214,787,2353,55,218,1,
9,3217,779,1238,140,137,1,
18,3216,775,840,-34,210,1,
25,3216,772,694,17,183,1,
31,3216,769,578,7,187,1,
37,3216,768,453,7,186,1,
41,3216,767,324,3,187,1,
44,3216,768,185,1,187,1,
46,3216,769,46,1,190,1,
47,3216,771,-47,-3,195,1,
3594,3221,900,-773,5,1298,1,
3597,3221,908,-137,3,696,1,
0,3221,912,-67,3,333,1,
875,3034,2433,112,-2,150,5,
879,3045,2444,150,-5,293,5,
884,3085,2484,187,-7,436,5,
891,3204,2604,243,-8,562,5,
898,3437,2836,437,-9,420,5,
899,601,0,163,6,82,5,
0,2687,3080,105,0,2,6,
0,2687,3078,130,0,2,6,
0,2687,3076,156,0,3,6,
0,2687,3074,183,0,4,6,
0,2687,3072,210,0,4,6,
0,2687,3069,238,0,5,6,
0,2687,3066,267,0,5,6,
0,2687,3063,297,0,6,6,
0,2687,3059,328,0,7,6,
0,2687,3055,361,0,8,6,
0,2687,3050,395,0,8,6,
0,2687,3045,431,0,9,6,
0,2687,3040,468,0,10,6,
0,2687,3034,508,0,11,6,
0,2687,3028,549,-2,12,6,
0,2687,3021,592,0,13,6,
0,2687,3014,638,0,14,6,
0,2687,3006,687,0,15,6,
0,2687,2997,738,-2,16,6,
0,2686,2988,792,0,18,6,
0,2687,2978,850,0,19,6,
0,2686,2968,910,-3,20,6,
0,2686,2957,975,0,22,6,
0,2686,2945,1042,0,23,6,
0,2686,2932,1114,-3,25,6,
0,2686,2918,1191,0,27,6,
0,2686,2904,1271,-4,29,6,
0,2686,2888,1356,0,32,6,
0,2686,2872,1447,-4,33,6,
0,2686,2854,1542,0,36,6,
0,2686,2835,1643,-4,37,6,
0,2686,2815,1748,1,41,6,
0,2686,2794,1862,-4,41,6,
0,2686,2771,1977,4,46,6,
0,2686,2747,2106,-2,46,6,
0,2686,2721,2228,12,51,6,
0,2686,2695,2248,0,42,6,
3599,2687,2686,815,10,-43,6,
3599,2686,2679,608,-4,22,6,
3599,2686,2673,474,1,39,6,
3599,2686,2670,336,0,22,6,
0,2686,2667,195,0,7,6,
2808,919,923,-48,344,2329,2,
2776,929,915,100,-12,2706,2,
2744,938,905,110,-20,2766,2,
2711,958,885,161,-9,2907,2,
2705,2631,2813,47,12,1423,2,
2714,2688,2755,81,-7,663,2,
2719,2723,2720,89,-9,487,2,
2723,2739,2703,55,-4,357,2,
2726,2742,2701,21,-1,214,2,
4,79,1786,187,-2,-53,4,
5,79,1787,113,0,55,4,
5,79,1789,24,-1,173,4,
4,79,1792,-66,-2,293,4,
2,79,1797,-157,-5,412,4,
0,79,1800,-117,-5,277,4,
578,2650,1820,738,-3,-255,5,
576,2635,1805,682,-33,-164,5,
574,2629,1797,373,30,-114,5,
573,2626,1793,178,1,-73,5,
576,2632,1800,-15,-7,145,5,
578,2631,1800,-2,-4,191,5,
580,2631,1800,-11,-5,236,5,
584,2631,1799,-26,-7,282,5,
587,2631,1799,-39,-10,329,5,
592,2630,1799,-47,-12,377,5,
597,2630,1799,-53,-13,427,5,
602,2630,1799,-59,-14,479,5,
609,2630,1800,-67,1,536,5,
615,2630,1800,-71,1,593,5,
623,2630,1799,-77,1,652,5,
631,2630,1799,-85,1,713,5,
640,2630,1799,-94,3,776,5,
650,2630,1799,-101,1,844,5,
660,2630,1799,-111,2,914,5,
672,2630,1799,-119,4,987,5,
684,2630,1799,-128,2,1065,5,
697,2630,1799,-138,3,1146,5,
712,2631,1799,-148,4,1232,5,
727,2631,1799,-159,4,1322,5,
743,2631,1799,-170,5,1417,5,
761,2631,1799,-182,5,1516,5,
779,2631,1799,-194,5,1622,5,
800,2631,1799,-209,7,1730,5,
821,2631,1799,-221,5,1849,5,
844,2631,1799,-238,11,1965,5,
868,2630,1798,-250,4,2099,5,
893,2633,1801,-268,18,2185,5,
895,1092,259,23,15,844,5,
891,898,66,-84,-7,342,5,
889,853,21,-43,-3,185,5,
87,559,899,-222,0,328,1,
81,559,899,-291,0,430,1,
74,559,899,-360,0,533,1,
65,559,899,-429,-1,637,1,
55,559,899,-503,0,744,1,
43,559,899,-577,0,853,1,
30,558,899,-653,-3,964,1,
15,558,899,-727,-9,1076,1,
2,558,899,-634,0,941,1,
3593,558,899,-398,-6,595,1,
3057,574,1665,12163,325,-10960,2,
3239,533,1726,12151,325,-10949,2,
3423,519,1765,12139,325,-10938,2,
8,518,1797,12127,324,-10927,2,
191,528,1831,12115,324,-10916,2,
374,553,1876,12102,324,-10905,2,
553,612,1951,12090,323,-10894,2,
719,799,2153,12078,323,-10883,2,
782,1531,2899,12066,323,-10873,2,
647,1957,3340,12054,323,-10862,2,
472,2061,3459,12042,322,-10851,2,
292,2100,3515,12030,322,-10840,2,
110,2117,3553,12018,322,-10829,2,
3528,2122,3585,12006,321,-10818,2,
3346,2116,19,11994,321,-10808,2,
3164,2094,63,11982,321,-10797,2,
2986,2033,144,11970,320,-10786,2,
2824,1775,421,11958,320,-10775,2,
2827,852,1361,11946,320,-10764,2,
2990,604,1627,11934,319,-10754,2,
3167,544,1707,11922,319,-10743,2,
3347,523,1750,11910,319,-10732,2,
3528,518,1784,11898,318,-10721,2,
109,522,1815,11886,318,-10711,2,
289,539,1853,11874,318,-10700,2,
467,577,1908,11863,317,-10689,2,
638,674,2020,11851,317,-10679,2,
777,1055,2416,11839,317,-10668,2,
732,1808,3182,11827,316,-10657,2,
572,2016,3405,11815,316,-10647,2,
398,2081,3486,11803,316,-10636,2,
220,2109,3532,11792,315,-10625,2,
42,2120,3566,11780,315,-10615,2,
3463,2121,3597,11768,315,-10604,2,
3284,2111,32,11756,315,-10593,2,
3107,2082,83,11745,314,-10583,2,
2934,1994,188,11733,314,-10572,2,
2795,1556,644,11721,314,-10562,2,
2865,741,1477,11709,313,-10551,2,
3032,583,1653,11698,313,-10541,2,
3207,538,1718,11686,313,-10530,2,
3384,521,1758,11674,312,-10519,2,
3561,518,1789,11663,312,-10509,2,
138,524,1821,11651,312,-10498,2,
314,542,1859,11639,311,-10488,2,
488,584,1917,11628,311,-10477,2,
655,692,2040,11616,311,-10467,2,
783,1121,2482,11604,310,-10456,2,
723,1832,3207,11593,310,-10446,2,
565,2021,3410,11581,310,-10436,2,
394,2082,3487,11570,310,-10425,2,
220,2109,3532,11558,309,-10415,2,
44,2120,3565,11546,309,-10404,2,
3469,2121,3596,11535,309,-10394,2,
3294,2112,30,11523,308,-10384,2,
3120,2085,78,11512,308,-10373,2,
2951,2008,173,11500,308,-10363,2,
2805,1660,539,11489,307,-10352,2,
2845,791,1425,11477,307,-10342,2,
2926,528,1712,9567,188,-3802,2,
3033,431,1824,9558,188,-3798,2,
3144,385,1885,9548,188,-3795,2,
3257,361,1927,9538,187,-3791,2,
3371,348,1958,9529,187,-3787,2,
3486,342,1986,9519,187,-3783,2,
0,341,2011,9510,187,-3779,2,
115,346,2037,9500,187,-3776,2,
228,357,2066,9491,186,-3772,2,
341,375,2100,9481,186,-3768,2,
453,407,2146,9472,186,-3764,2,
561,462,2214,9462,186,-3761,2,
663,571,2336,9453,186,-3757,2,
743,818,2594,9443,185,-3753,2,
759,1268,3056,9434,185,-3749,2,
696,1595,3395,9425,185,-3746,2,
600,1739,3551,9415,185,-3742,2,
494,1809,33,9406,185,-3738,2,
384,1847,85,9396,185,-3734,2,
272,1870,122,9387,184,-3731,2,
160,1883,153,9378,184,-3727,2,
47,1890,179,9368,184,-3723,2,
3535,1892,204,9359,184,-3719,2,
3422,1888,230,9349,184,-3716,2,
3310,1879,258,9340,183,-3712,2,
3199,1861,294,9331,183,-3708,2,
3089,1829,342,9321,183,-3705,2,
2982,1766,419,9312,183,-3701,2,
2884,1626,573,9303,183,-3697,2,
2818,1266,946,9293,183,-3693,2,
2841,762,1464,9284,182,-3690,2,
2926,528,1712,9275,182,-3686,2,
3029,433,1821,9266,182,-3682,2,
3137,387,1882,9256,182,-3679,2,
3247,362,1923,9247,182,-3675,2,
3357,349,1955,9238,181,-3671,2,
3468,342,1982,9229,181,-3668,2,
3579,341,2007,9219,181,-3664,2,
90,345,2031,9210,181,-3660,2,
3552,2329,244,3075,85,-1431,2,
3523,2334,224,2939,221,-954,2,
3495,2339,203,2910,195,-901,2,
3468,2346,181,2907,195,-900,2,
3441,2353,159,2875,169,-849,2,
3414,2362,136,2872,164,-824,2,
3389,2372,112,2885,163,-789,2,
3364,2384,87,2908,165,-759,2,
3339,2397,60,2943,168,-735,2,
3315,2412,31,2993,166,-720,2,
3292,2430,0,3037,173,-677,2,
3273,2440,3580,1941,32,-844,2,
3256,2449,3565,1684,30,-896,2,
3239,2458,3550,1583,25,-896,2,
3222,2467,3536,1506,30,-901,2,
3206,2477,3521,1421,37,-908,2,
3191,2486,3508,1343,40,-922,2,
3176,2495,3495,1263,46,-935,2,
3161,2504,3482,1194,47,-958,2,
3146,2513,3470,1125,49,-982,2,
2714,1153,1195,-111,4,266,2,
2711,1306,1042,-84,8,414,2,
2706,1458,891,203,12,411,2,
2701,2282,67,350,0,413,2,
2702,2734,3214,82,0,43,2,
0,5,1400,1,0,103,4,
0,5,1401,1,0,122,4,
0,5,1403,1,0,140,4,
0,5,1405,1,0,160,4,
0,5,1407,1,0,180,4,
0,5,1409,1,0,200,4,
0,5,1412,2,0,222,4,
0,5,1414,2,0,244,4,
0,5,1418,2,0,268,4,
0,5,1421,2,0,292,4,
0,5,1425,3,0,318,4,
0,5,1429,3,0,345,4,
0,5,1433,3,0,374,4,
0,5,1437,3,1,403,4,
0,5,1442,4,0,435,4,
0,5,1448,4,0,469,4,
0,5,1454,4,0,504,4,
0,5,1460,5,0,541,4,
0,5,1466,5,1,581,4,
0,5,1474,6,0,623,4,
0,5,1481,6,0,667,4,
0,5,1489,7,0,714,4,
0,5,1498,7,2,764,4,
0,5,1508,8,0,818,4,
0,5,1518,8,0,874,4,
0,5,1528,9,3,933,4,
0,5,1540,10,0,997,4,
0,5,1552,10,0,1064,4,
0,5,1565,11,3,1135,4,
0,5,1579,12,0,1210,4,
